station_id,wmo_id,latitude,longitude,elevation_m,site,state,country,site_type
MX-TUY,,20.227301,-87.438203,7,Tulum Naval Air Station,MX-ROO,Tulum,
GATS,,20.24300003,0.977307975,1621,Tessalit Airport,ML-7,,
VEBS,,20.24440002,85.81780243,138,Biju Patnaik Airport,IN-OR,Bhubaneswar,
MUMA,,20.25060081,-74.15049744,3,Punta de Maisi Airport,CU-14,Maisi,
VLHS,,20.25729942,100.4369965,1380,Ban Huoeisay Airport,LA-BK,Huay Xai,
PHUP,,20.26530075,-155.8600006,96,Upolu Airport,US-HI,Hawi,
MX-1318,,20.284781,-87.374525,0,Punta Soliman Seaplane Base,MX-ROO,Solidaridad,
MUMZ,,20.28809929,-77.08920288,112,Sierra Maestra Airport,CU-12,Manzanillo,
OEBA,,20.29610062,41.63430023,5486,Al Baha Airport,SA-11,,
VYMT,,20.29669952,98.89890289,1840,Mong Tong Airport,MM-17,Mong Tong,
MX-0190,,20.308378,-103.159506,5019,Paco Airport,MX-JAL,Chapala,
MX-0934,,20.309194,-97.323028,105,Los Pipos Airport,MX-VER,Papantla,
MX-0586,,20.312778,-101.996111,5545,La Piedad Airport,MX-MIC,La Piedad,
MX-1199,,20.339295,-102.473817,5131,El Loreto Airport,MX-JAL,La Barca,
MM-0003,,20.35000038,98.01667023,1014,Langkho Airport,MM-17,Langhko,
MUBA,,20.36529922,-74.5062027,26,Gustavo Rizo Airport,CU-14,Baracoa,
MX-0009,,20.370556,-104.826111,3799,Trinidad Ramos Valdez Airport,MX-JAL,Talpa de Allende,
MX-0193,,20.371175,-102.773541,5030,Ocotlan Airport,MX-JAL,Ocotlan,
CU-0019,,20.38083709,-76.163342,0,Altagracia Airport,CU-13,,
MUBY,,20.39640045,-76.62139893,203,Carlos Manuel de Cespedes Airport,CU-12,Bayamo,
CU-0022,,20.411046,-76.794519,0,Caio Voisan Airport,CU-12,Siete Palmas,
VLSN,,20.41839981,104.0670013,3281,Sam Neua Airport,LA-HO,,
MX-0201,,20.418767,-102.923414,5139,Los Cerritos Airport,MX-JAL,Zapotlan del Rey,
MX-0234,,20.42323,-86.99633,35,Capitán Eduardo A. Toledo Airport,MX-ROO,Cozumel,
VADN,,20.43440056,72.84320068,33,Daman Airport,IN-DD,,
CU-0025,,20.442415,-76.969357,10,La Escondida Airport,CU-12,La Escondida,
VYSO,,20.444466,94.242377,500,Sedoktayar Airport,MM-03,Sedoktayar,
CU-0018,,20.44716007,-75.98992109,0,Los Mangos de Baragua Airport,CU-13,,
FTTR,,20.45000076,16.58300018,2655,Zouar Airport,TD-BET,Zouar,
RPUO,,20.4513,121.980003,291,Basco Airport,PH-BTN,Basco,
OESL,,20.4647007,45.61959839,2021,Sulayel Airport,SA-01,,
IN-0094,,20.46668667,83.48333056,0,no airport,IN-OR,,
CU-0023,,20.471969,-76.799895,0,Bayamo Northwest Airport,CU-12,Cauto Embarcadero,
MX-1278,,20.473577,-97.056034,13,El Cristo Airport,MX-VER,Tecolutla,
OE46,,20.47590065,44.75749969,2225,Al Lidem Airport,SA-01,,
VYTL,,20.48380089,99.93540192,1280,Tachileik Airport,MM-17,Tachileik,
MX-1019,,20.484128,-100.089872,6230,Quinta Palos Airport,MX-QUE,Pedro Escobedo,
MM61,,20.48600006,-99.25879669,5577,Ixmiquilpan Airport,MX-HID,,
CU-0026,,20.496572,-76.906271,20,Cayama Nueva Airport,CU-12,Río Cauto,
OEWD,,20.50429916,45.19960022,2062,Wadi Al Dawasir Airport,SA-01,,
CGT,,20.5055,-12.3978,1775,Chinguetti Airport,MR-07,Chinguetti,
GQPA,,20.5067997,-13.04319954,734,Atar International Airport,MR-07,Atar,
VE36,,20.51169968,83.44809723,656,Nuagaon Airport,IN-OR,,
VYMS,,20.51679993,99.25679779,1875,Mong Hsat Airport,MM-17,Mong Hsat,
MMGL,,20.52179909,-103.310997,5016,Don Miguel Hidalgo Y Costilla International Airport,MX-JAL,Guadalajara,
MMCZ,,20.5223999,-86.92559814,15,Cozumel International Airport,MX-ROO,Cozumel,
MX-0010,,20.536136,-104.802675,4055,General Gonzalo Curiel García Airport,MX-JAL,Mascota,
MX-0247,,20.53887,-101.45003,5650,Sofía Airport,MX-GUA,Irapuato,
MX-0679,,20.543472,-86.867778,0,Isla de La Pasion Seaplane Base,MX-ROO,Cozumel,
MMCY,,20.546,-100.887001,5709,Captain Rogelio Castillo National Airport,MX-GUA,Celaya,
VE62,,20.5496006,85.88629913,115,Cuttack Airport,IN-OR,,
MX-0200,,20.553263,-102.692352,5090,Los Gonzalez Airport,MX-JAL,Tototlán,
VYMU,,20.56699944,93.19999695,60,Myauk U Airport,MM-16,Myauk U,
MX-0239,,20.58035,-87.12706,46,Xcaret Airport,MX-ROO,Solidaridad,
CU-0030,,20.58245211,-76.12431049,279,San German Airport,CU-11,San German,
MX-0207,,20.596398,-90.080502,30,Santa Rosa de Lima Airport,MX-YUC,Maxcanu,
MMPA,,20.60269928,-97.46080017,497,El Tajín National Airport,MX-VER,Poza Rica,
MX-0739,,20.605191,-103.839562,4160,Aeródromo VW,MX-JAL,Teuchitlan,
MX-0617,,20.611181,-103.819054,5381,Pacana Airport,MX-JAL,San Martín de Hidalgo,
MMQT,,20.6173,-100.185997,6296,Querétaro Intercontinental Airport,MX-QUE,Querétaro,
MX-PCM,,20.62249947,-87.0821991,20,Playa del Carmen Airport,MX-ROO,Solidaridad,
MX-0594,,20.623719,-100.368867,6460,Ingeniero Fernando Espinoza Gutiérrez Airport,MX-QUE,Santiago de Querétaro,
MMCT,,20.6413002,-88.44619751,102,Chichen Itza International Airport,MX-YUC,Chichen Itza,
MUMO,,20.65390015,-74.92220306,16,Orestes Acosta Airport,CU-11,Moa,
CU-0027,,20.655454,-76.96337,16,Guamo Airport,CU-12,Guamo Embarcadero,
MX-0249,,20.67486,-101.3111,5700,Military Air Station 6,MX-GUA,Irapuato,
OOMA,,20.67539978,58.89049911,64,Masirah Air Base,OM-SH,Masirah,
MMPR,,20.68009949,-105.2539978,23,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,Puerto Vallarta,
CU-0021,,20.68121272,-76.37845516,0,Delicias South Airport,CU-11,,
VLOS,,20.6826992,101.9940033,1804,Oudomsay Airport,LA-OU,Oudomsay,
MUNC,,20.68860054,-75.53150177,26,Nicaro Airport,CU-11,Nicaro,
MM74,,20.68973,-88.566817,100,Old Chichen Itzá Airport,MX-YUC,Tinum,
VAAK,,20.698999,77.058601,999,Akola Airport,IN-MM,Akola,
TW-0002,,20.7066,116.721001,10,Dongsha Island (Pratas Island) Airport,TW-KHH,Kaohsiung (Cijin - Pratas Island),
VA1P,,20.71310043,70.9210968,31,Diu Airport,IN-GJ,Diu,
US-1889,,20.71814,-155.99068,0,Hamoa Airport,US-HI,Hana,
CU-0028,,20.720414,-77.00223,39,Puente Guillen Airport,CU-12,Guamo Embarcadero,
RPLT,,20.722521,121.809969,328,Itbayat Airport,PH-BTN,Itbayat,
CU-0003,,20.73500061,-75.65830231,13,Preston Airport,CU-11,Preston,
VYHH,,20.74699974,96.79199982,3858,Heho Airport,MM-17,Heho,
MMZP,,20.747922,-103.461709,5333,Zapopan Airport,MX-JAL,,
MX-0011,,20.76589167,-104.8685,4232,San Sebastián Airport,MX-JAL,San Sebastian Del Oeste,
CU-0029,,20.77176377,-77.07040071,66,El Dormitorio Airport,CU-10,,
MX-0248,,20.775255,-101.347954,5748,Campo Cortés Airport,MX-GUA,Irapuato,
MX-0196,,20.784594,-102.674106,6300,Tepatitlan Municipal Airport,MX-JAL,Tepatitlan de Morelos,
MUHG,,20.78560066,-76.31510162,361,Frank Pais International Airport,CU-11,Holguin,
PHNY,,20.78560066,-156.951004,1308,Lanai Airport,US-HI,Lanai City,
US-1891,,20.79232,-156.51127,0,Maalaea Airport,US-HI,Wailuku,
PHHN,,20.79560089,-156.0140076,78,Hana Airport,US-HI,Hana,
CU-0035,,20.79888643,-77.59832382,98,Francisco Airport,CU-10,,
VV03,,20.80340004,106.6050034,50,Haiphong Kien An Airport,VN-61,Hai Phong,
MX-0341,,20.808405,-105.255848,250,Valle de Banderas Airport,MX-NAY,Bahia de Banderas,
US-1890,,20.8129,-156.45755,0,Maui (Puunene) Airport,US-HI,Kihei,
IN-0065,,20.81334851,77.71790743,1125,Amravati (Belora) Airstrip,IN-MM,Amravati,
VVCI,,20.81940079,106.7249985,6,Cat Bi International Airport,VN-61,Haiphong,
CU-0039,,20.82502147,-78.06914806,15,Los Ingleses Airport,CU-09,,
VYMH,,20.83300018,99.94999695,1700,Mong Hpayak Airport,MM-17,Mong Hpayak,
ZLG,,20.836389,-17.074167,10,La Güera Airport,EH-U-A,La Güera,
MUAT,,20.83880043,-75.73280334,6,Antilla Airport,CU-11,Antilla,
CU-0034,,20.86971933,-77.44436502,179,San Jose Northwest Airport,CU-10,,
VENP,,20.87000084,82.51959991,1058,Nawapara Airport,IN-CT,Nawapara,
VYML,,20.88640022,95.89279175,699,Meiktila Air Base,MM-04,Meiktila,
VYNS,,20.89049911,97.73590088,3100,Namsang Airport,MM-17,Namsang,
MX-0446,,20.892698,-104.478155,2625,El Rosario Airstrip,MX-NAY,El Rosario,
CU-0037,,20.89738564,-77.90156364,164,Guaicanamar Airport,CU-09,,
PHOG,,20.8986,-156.429993,54,Kahului Airport,US-HI,Kahului,
MX-0014,,20.90833333,-100.7027778,6682,Aerodromo San Miguel de Allende,MX-GUA,San Miguel de Allende,
CU-0032,,20.91021466,-77.30177879,131,Jobabo Northwest Airport,CU-09,,
IN-0073,,20.91195,85.03258333,0,Angul Airport (JSPL),IN-OR,,
MMGT,,20.9172,-101.334,6152,Rancho Medio Sitio Airport,MX-GUA,Silao,
IN-VA53,,20.9265,74.737099,920,Dhulia Airport,IN-MM,,
GQPP,,20.93309975,-17.03000069,24,Nouadhibou International Airport,MR-08,Nouadhibou,
MMMD,,20.93700027,-89.65769959,38,Licenciado Manuel Crescencio Rejon Int Airport,MX-YUC,Mérida,
CU-0038,,20.93931643,-78.22038174,33,Fundo de Buena Ventura Airport,CU-09,,
VYLY,,20.94039917,94.82260132,175,Lanywa Airport,MM-03,Lanywa,
VYST,,20.94169998,95.91449738,630,Shante Air Base,MM-04,Meiktila,
PHKP,,20.945,-156.69,3,Kaanapali Airport,US-HI,Lahaina,
MM31,,20.94680023,-97.37509918,10,Fausto Vega Santander Airport,MX-VER,,
IN-VA47,,20.962678,75.627492,818,Jalgaon Airport,IN-MM,Jalgaon,
PHJH,,20.96290016,-156.6730042,256,Kapalua Airport,US-HI,Lahaina,
VLLN,,20.966999,101.400002,1968,Luang Namtha Airport,LA-LM,Luang Namtha,
MYIG,,20.97500038,-73.66690063,8,Inagua Airport,BS-IN,Matthew Town,
MUVT,,20.98760033,-76.93579865,328,Hermanos Ameijeiras Airport,CU-10,Las Tunas,
VN-0003,,20.993156,105.832994,0,Bach Mai Airfield,VN-64,Hanoi,
MMLO,,20.9935,-101.481003,5956,Del Bajío International Airport,MX-GUA,Silao,
MX-0938,,21.010381,-101.513821,5896,C5i Guanajuato,MX-GUA,Silao,
MX-0250,,21.03045,-101.670569,5865,Santa Rosalia Airport,MX-GUA,León,
IN-0092,,21.03194444,85.75388889,400,Jajpur ( Sukinda ) Airstrip,IN-OR,,
MMUN,,21.03650093,-86.87709808,22,Cancún International Airport,MX-ROO,Cancún,
VVGL,,21.040501,105.886002,50,Gia Lam Air Base,VN-64,Hanoi,
MX-0288,,21.0413,-104.4431,3345,Cap. Jorge García Lopez Airport,MX-NAY,Ixtlan del Rio,
CU-0040,,21.0571087,-78.12146187,152,San Carlos Airport,CU-09,,
CU-0041,,21.05847037,-78.31767082,16,Las Cruces Airport,CU-09,,
MX-0012,,21.0753,-105.2264,27,El Llano Airport,MX-NAY,Compostela,
VANP,,21.092199,79.047203,1033,Dr. Babasaheb Ambedkar International Airport,IN-MM,Nagpur,
MX-1461,,21.093889,-86.794444,0,Trans Caribe Nichupte Seaplane Base,MX-ROO,Benito Juarez,
MX-0233,,21.106885,-86.834839,20,Viento y Sol Airstrip,MX-ROO,Benito Juárez/Cancún,
MX-0232,,21.1112,-86.83654,30,Lorenzos Airstrip,MX-ROO,Benito Juarez/Cancun,
CU-0004,,21.11160088,-75.81980133,318,Guardalavaca Airport,CU-11,Yaguajay,
CU-0031,,21.11332767,-76.77048683,207,El Congo Airport,CU-10,,
VASU,,21.1140995,72.7417984,16,Surat Airport,IN-GJ,,
VVVD,,21.117778,107.414167,24,Van Don International Airport,VN-13,Van Don,
MX-0246,,21.1259,-100.40626,6740,La Begoña Airport,MX-GUA,Doctor Mora,
CU-0042,,21.13180241,-78.32018137,65,Vertientes Southwest Airport,CU-09,,
HI49,,21.14789963,-157.2590027,250,Panda Airport,US-HI,Kaunakakai,
PHMK,,21.1529007,-157.095993,454,Molokai Airport,US-HI,Kaunakakai,
MM72,,21.155716,-88.172918,56,Cupul Airport,MX-YUC,Tizimin,
MX-0590,,21.156879,-97.756401,463,Cerro Azul Airport,MX-VER,Cerro Azul,
VYSA,,21.16699982,94.16699982,1100,Saw Airport,MM-03,Saw,
CU-0020,,21.16972545,-76.41594172,0,Lora Airport,CU-11,,
CU-0044,,21.17576822,-78.36848259,33,Cabera Airport,CU-09,,
VYBG,,21.17880058,94.93019867,312,Bagan Airport,MM-04,Nyaung U,
CU-0036,,21.17912966,-77.56613731,361,Hatuey Airport,CU-09,,
VARP,,21.180401,81.7388,1041,Swami Vivekananda Airport,IN-CT,Raipur,
MX-0536,,21.189617,-105.149591,56,Las Varas Airport,MX-NAY,Compostela,
CU-0045,,21.20033696,-78.42066765,22,El Cenizo Airport,CU-09,,
PHLU,,21.21100044,-156.973999,24,Kalaupapa Airport,US-HI,Kalaupapa,
ZGZJ,,21.214399,110.358002,125,Zhanjiang Xintang Airport,CN-44,Xiashan, Zhanjiang
VVNS,,21.21699905,104.0329971,2133,Na-San Airport,VN-05,Son-La,
VVNB,,21.221201,105.806999,39,Noi Bai International Airport,VN-64,Soc Son, Hanoi
OE55,,21.226999,55.2673,699,Aradah Airport,SA-04,Ardah,
MX-0077,,21.23115,-100.836,6525,El Jaguey Airport,MX-GUA,Dolores Hidalgo,
CU-0043,,21.23920244,-78.11575413,243,Vertientes Airport,CU-09,,
MX-0347,,21.240628,-104.167934,3560,Mecatillo Airport,MX-NAY,La Yesca,
MMIM,,21.24500084,-86.73999786,7,Isla Mujeres Airport,MX-ROO,,
MX-0836,,21.247906,-100.661987,6617,La Roca Airport,MX-GUA,San Luis de La Paz,
MX-0066,,21.2509,-99.4802,2343,Jalpan Airstrip,MX-QUE,Jalpan de Serra,
LOM,,21.2581,-101.9441,6227,Francisco Primo de Verdad y Ramos Airport,MX-JAL,Lagos de Moreno,
CU-0046,,21.2619009,-78.234694,110,Amansa Guapos Airport,CU-09,,
MX-1561,,21.26786,-98.32724,164,El Centenario Airstrip,MX-VER,Platon Sanchez,
VA1E,,21.2942009,81.37950134,1014,Bhilai Airport,IN-CT,,
VYPE,,21.29999924,92.91699982,60,Paletwa Airport,MM-14,Paletwa,
VYKG,,21.3015995,99.63600159,2798,Kengtung Airport,MM-17,Kengtung,
MBAC,,21.302649,-71.637168,9,Harold Charles International Airport,TC-AC,Big Ambergris Cay,
PHJR,,21.3074,-158.070009,30,Kalaeloa Airport,US-HI,Kapolei,
MUTI,,21.31069946,-76.92019653,6,Manati Airport,CU-10,Manati,
CU-0005,,21.31699944,-78.45149994,9,El Caney Airport,CU-09,El Caney,
VAKS,,21.31710052,70.270401,167,Keshod Airport,IN-GJ,,
PHNL,,21.32062,-157.924228,13,Daniel K Inouye International Airport,US-HI,Honolulu,
OE43,,21.32360077,41.19829941,4155,Arfa Airport,SA-02,,
IN-0062,,21.32399879,74.95673418,0,Shirpur Airport,IN-MM,Shirpur,
MBSY,,21.33300018,-71.19999695,3,Salt Cay Airport,TC-SL,Salt Cay,
PHIK,,21.335278,-157.948333,13,Hickam Air Force Base,US-HI,Honolulu,
MX-0957,,21.341221,-104.316192,3937,El Potrero Airport,MX-NAY,La Yesca,
OEJF,,21.34810066,39.17300034,7,King Faisal Naval Base,SA-02,Jeddah,
VYMP,,21.35000038,99.03299713,1516,Mongpyin Airport,MM-17,Mongpyin,
PHNP,,21.36490059,-157.9600067,18,Ford Island Naval Auxiliary Landing Field,US-HI,Honolulu,
BLW,,21.370833,-157.713887,5,Bellows AFS (Bellows Field),US-HI,Waimanalo,
DATM,,21.375,0.923888981,1303,Bordj Badji Mokhtar Airport,DZ-01,Bordj Badji Mokhtar,
OOGB,,21.38299942,57.04999924,443,Qarn Alam Airport,OM-WU,Ghaba,
MX-0345,,21.393753,-104.128434,4757,Amatlan de Jora Airport,MX-NAY,La Yesca,
VVKP,,21.39459991,106.2610016,55,Kep Air Base,VN-54,Kep,
CN-0080,,21.3958,110.199997,0,Suixi Air Base,CN-44,Suixi, Zhanjiang
VVDB,,21.39749908,103.0080032,1611,Dien Bien Phu Airport,VN-01,Dien Bien Phu,
VYKU,,21.39999962,94.13330078,1250,Kyauktu Airport,MM-03,Kyauktu,
VYPU,,21.4043,95.11125,151,Pakhokku Airport,MM-03,Pakhokku,
VYXG,,21.40670013,94.13030243,1345,Kyaukhtu South Airport,MM-03,Kyaukhtu South,
MMEP,,21.4195,-104.843002,3020,Amado Nervo National Airport,MX-NAY,Tepic,
MUCM,,21.42029953,-77.84750366,413,Ignacio Agramonte International Airport,CU-09,Camaguey,
MX-0346,,21.430033,-103.905605,2362,Apozolco Airport,MX-NAY,La Yesca,
OE49,,21.4375,39.99420166,1210,Mecca East Airport,SA-02,,
MX-0348,,21.442661,-104.197225,4593,El Trapiche Airport,MX-NAY,La Yesca,
US-2080,,21.44348,-158.02668,0,Kipapa Field,US-HI,Mililani,
MX-0047,,21.4441,-100.937,7060,Rancho Santa Rosa Airstrip,MX-GUA,San Diego De La Union,
MBGT,,21.44449997,-71.14230347,13,JAGS McCartney International Airport,TC-GT,Cockburn Town,
VYPK,,21.44919968,94.48690033,249,Pauk Airport,MM-03,Pauk,
FTTZ,,21.45000076,17.04999924,3524,Bardai Zougra Airport,TD-BET,Bardai Zougra,
PHNG,,21.45050049,-157.7680054,24,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,US-HI,Kaneohe,
VGCB,,21.45219994,91.96389771,12,Cox's Bazar Airport,BD-2,Cox's Bazar,
CU-0006,,21.46999931,-78.46080017,22,La Olivia Airport,CU-09,La Olivia,
OETF,,21.483001,40.543442,4848,Ta’if Regional Airport,SA-02,Ta’if,
PHHI,,21.48349953,-158.0399933,837,Wheeler Army Airfield,US-HI,Wahiawa,
MUFL,,21.49970055,-78.20279694,197,Florida Airport,CU-09,Florida,
MX-0350,,21.49986,-104.067751,6004,San Juan Ixtapalapa Airport,MX-NAY,La Yesca,
CU-0087,,21.503277,-77.533146,121,Minas Airport,CU-09,Minas,
MX-0470,,21.509215,-103.804158,0,San Martín de Bolaños Airstrip,MX-JAL,San Martín de Bolaños,
MUSL,,21.50945591,-77.02059746,13,Joaquín de Agüero Airport,CU-09,Playa Santa Lucía,
MBSC,,21.51569939,-71.52850342,6,South Caicos Airport,TC-SC,,
MX-0171,,21.518237,-87.383596,0,Holbox Airport,MX-ROO,Lazaro Cardenas,
US-2061,,21.51919,-157.83686,3,Kualoa Army Airfield,US-HI,Kaneohe,
VA2C,,21.526817,80.290347,987,Gondia Airport,IN-MM,,
ZGBH,,21.5394,109.293999,0,Beihai Fucheng Airport,CN-45,Beihai (Yinhai),
MX-0428,,21.546076,-105.28736,0,San Bias Airport,MX-NAY,San Bias,
MUGA,,21.54999924,-78.23332977,196,Central Agramonte Airport,CU-09,Florida,
MUIV,,21.55380058,-77.25859833,3,Nuevitas Airport,CU-09,Nuevitas,
MX-1562,,21.563367,-97.513887,10,Isla del Toro Airstrip,MX-VER,Tamiahua,
PHDH,,21.5795002,-158.1970062,14,Dillingham Airfield,US-HI,Mokuleia,
VEHK,,21.5802002,84.00569916,658,Hirakud Airport,IN-OR,Sambalpur,
MX-0343,,21.583759,-104.6885332,2657,La Pochoteca Airport,MX-NAY,Tepic,
US-1657,,21.603853,-158.103819,0,Haleiwa Airfield,US-HI,Haleiwa,
MX-0284,,21.607,-104.8325,2100,Las Bugambilias Airport,MX-NAY,Tepic,
CU-0058,,21.60875929,-79.25605774,39,Los Galleguitos East Airport,CU-07,,
MUCL,,21.61650085,-81.54599762,10,Vilo Acuña International Airport,CU-99,Cayo Largo del Sur,
IN-0023,,21.621416,71.226309,428,Amreli Airport,IN-GJ,Amreli,
MUSN,,21.64249992,-82.95510101,39,Siguanea Airport,CU-99,Isla de la Juventud,
PCQ,,21.6475,101.9,3050,Boun Neau Airport,LA-PH,Phongsaly,
VAPR,,21.649524,69.656405,23,Porbandar Airport,IN-GJ,Porbandar,
MX-0038,,21.65023,-106.53817,0,Isla María Airport,MX-NAY,,
MX-0108,,21.652,-98.5955,130,Tancholin Airport,MX-VER,Tempoal,
CU-0055,,21.65316035,-79.1432333,13,Las Crisis Airport,CU-07,,
MX-0269,,21.655,-100.7765,6130,Rancho El Jaralito,MX-SLP,Santa Maria del Rio,
CU-0057,,21.65806637,-79.33976412,16,Las Obas Airport,CU-07,,
CU-0086,,21.66379,-77.628676,66,Sola Airport,CU-09,Sola,
CU-0056,,21.66494648,-79.21264887,46,Maria Rayes Airport,CU-07,,
CU-0054,,21.67916433,-79.07422543,13,Ramblazon de Reyes Airport,CU-08,,
MX-0529,,21.679373,-104.531888,1772,Higuera Gorda Airport,MX-NAY,El Nayar,
OEJN,,21.6796,39.156502,48,King Abdulaziz International Airport,SA-02,Jeddah,
MX-0349,,21.682934,-104.305722,3642,Huajimic Airport,MX-NAY,La Yesca,
HL56,,21.68770027,21.83090019,1722,Matan al-Sarra Air Base,LY-KF,,
MX-0195,,21.691584,-103.827029,2925,San Martin De Bolaños Airport,MX-JAL,San Martin De Bolaños,
VEKJ,,21.69666667,85.58166667,0,KEONJHAR AIRPORT,IN-OR,,
CU-0061,,21.69970097,-79.39785004,33,Las Guasimas Airport,CU-07,,
VYHN,,21.70000076,94.09999847,1385,Tilin Airport,MM-03,Tilin,
VYMD,,21.70219994,95.97789764,300,Mandalay International Airport,MM-04,Mandalay,
MMAS,,21.705601,-102.318001,6112,Jesús Terán Paredo International Airport,MX-AGU,Aguascalientes,
MX-0445,,21.708936,-104.09111,3695,Puente de Camotlán Airstrip,MX-NAY,Puente de Camotlán,
CU-0060,,21.71301831,-79.29785728,66,Los Tamarindos Airport,CU-07,,
CU-0059,,21.72202875,-79.22790527,98,El Jibaro Airport,CU-07,,
MX-1316,,21.725507,-98.438809,98,Tanchijol Airstrip,MX-VER,El Higo,
VN-0004,,21.734761,104.852673,0,Yên Bái Air Base,VN-06,,
CU-0007,,21.73740005,-79.78050232,95,San Pedro Airport,CU-07,San Pedro,
MX-0202,,21.7406,-102.9661,4940,Guayaberos Airport,MX-ZAC,Huanusco,
VABV,,21.75219917,72.18520355,44,Bhavnagar Airport,IN-GJ,Bhavnagar,
MX-0205,,21.75929,-103.30188,5635,Ramon Lopez Velarde Airport,MX-ZAC,Tlaltenango,
MX-1348,,21.760307,-97.76521,230,La Mesa Airstrip,MX-VER,Ozuluama,
CU-0085,,21.77286,-77.80369,59,Lombillo Airport,CU-09,Lombillo,
MBPV,,21.77359962,-72.26589966,15,Providenciales Airport,TC-PR,Providenciales Island,
MX-0443,,21.787215,-103.774474,0,Chimaltitán Airstrip,MX-JAL,Chimaltitán,
MUTD,,21.78829956,-79.99720001,125,Alberto Delgado Airport,CU-07,Trinidad,
HSSW,,21.802698,31.521578,933,Wadi Halfa Airport,SD-01,Wadi Halfa,
MX-0818,,21.80359,-97.654501,13,Isla Fronton Airport,MX-VER,Ozuluama,
IN-0057,,21.80508952,87.04690933,0,Rasgovindpur Airstrip,IN-OR,Rasgovindpur,
IN-0060,,21.81003019,75.55443764,0,Khargon Govt. Airstrip,IN-MP,,
MX-0528,,21.818613,-104.521592,1476,Las Higueras Airport,MX-NAY,El Nayar,
MUCD,,21.82119942,-78.75669861,131,Ciego De Avila Sur Airport,CU-08,Ciego de Avila,
MBMC,,21.82602,-71.8025,9,Middle Caicos Airport,TC-MC,Middle Caicos,
CU-0047,,21.83297821,-78.13957214,130,Esmeralda Airport,CU-09,,
MUNG,,21.83469963,-82.78379822,79,Rafael Cabrera Airport,CU-99,Nueva Gerona,
MX-0344,,21.839676,-105.172792,135,Loma Bonita de Puerta Azul Airport,MX-NAY,Santiago Ixcuintla,
IN-0061,,21.85711746,76.33695602,0,Khandwa Airport,IN-MP,Khandwa,
CU-0048,,21.87280977,-78.54057312,99,Cupeyes Airport,CU-08,,
MBPI,,21.874948,-72.092344,3,Pine Cay Airport,TC-PN,Pine Cay,
MX-0444,,21.88036,-104.019506,0,Tuxpan de Bolaños Airstrip,MX-JAL,Tuxpan de Bolaños,
PHPA,,21.89690018,-159.6029968,24,Port Allen Airport,US-HI,Hanapepe,
CU-0053,,21.90450774,-79.18295145,308,Jatibonico South Airport,CU-07,,
MX-0125,,21.9117,-98.9564,180,Covadonga Airport,MX-SLP,Ciudad Valles,
MX-0230,,21.911766,-98.730239,105,Hualul Airport,MX-SLP,Tamuin,
VEJH,,21.9135,84.0504,751,Jharsuguda Airport,IN-OR,,
MX-0227,,21.916127,-98.5521,75,Moctezuma Airport,MX-SLP,San Vicente Tancuayalab,
MX-0226,,21.917274,-99.939137,3240,Campo Rio Verde Airport,MX-SLP,Rio Verde,
MBNC,,21.9175,-71.939598,10,North Caicos Airport,TC-NC,North Caicos,
VA1L,,21.92639923,78.11360168,2435,Amla Airport,IN-MP,,
IN-0072,,21.93528056,83.35021389,0,Raigarh Airport (JSPL),IN-CT,,
MX-0228,,21.938353,-98.514968,72,La Ensenada Airport,MX-SLP,San Vicente Tancuayalab,
VYCZ,,21.94050026,96.08959961,252,Chanmyathazi Airport,MM-04,Mandalay,
CU-0084,,21.940734,-78.165018,60,El Carmen Airport,CU-09,,
MX-0342,,21.942507,-105.274911,33,Pista Aérea de Tuxpan,MX-NAY,Tuxpan,
HI46,,21.9459,-159.43586,480,HI 23 (Puhi) Airstrip,US-HI,Puhi,
MX-0816,,21.947778,-98.506389,59,El Frater Airport,MX-VER,Panuco,
VYAS,,21.95540047,96.40609741,3000,Anisakan Airport,MM-04,Anisakan,
MM14,,21.9631,-100.0077,3281,Rio Verde Airport,MX-SLP,Rio Verde,
HI33,,21.966071,-159.426963,385,Haiku Airstrip,US-HI,Lihue,
MUSS,,21.9704,-79.442703,295,Sancti Spiritus Airport,CU-07,Sancti Spiritus,
ZPJH,,21.97389984,100.7600021,1815,Xishuangbanna Gasa Airport,CN-53,Jinghong,
PHLI,,21.97599983,-159.3390045,153,Lihue Airport,US-HI,Lihue,
MX-0566,,21.981389,-97.716111,10,Tampachiche Airport,MX-VER,Tampico El Alto,
MM27,,21.983999,-98.961899,302,Cementos Mexicanos Airport,MX-SLP,Ciudad Valles,
VABI,,21.9884,82.111,899,Bilaspur Airport,IN-CT,Bilaspur,
MX-0187,,21.99162,-103.282928,5709,Insurgente Marcos Escobedo Airport,MX-JAL,Colotlán,
US-2005,,21.9922,-159.7461,10,Kekaha Airstrip,US-HI,Kekaha,
MX-0062,,21.9998,-102.2673,6202,Rancho Medio Kilo Airport,MX-AGU,Jesus Gomez Portugal de San Francisco de Los Romos,
IN-0086,,22,78.93,0,CHINDWARA AIRFIELD,IN-MP,,
MX-1315,,22.000494,-98.34579,49,Cruz Negra Airstrip,MX-VER,Panuco,
VE96,,22.00160027,78.91719818,2182,Thuniabhand Airport,IN-MP,,
MX-0067,,22.0022,-104.648,3480,Jazmines de Coyultita Airstrip,MX-NAY,El Nayar,
